econiso,auto,bond10yr,bond20yr,bond30yr,cabgdp1,cabgdp2,cpi,cpi1,cpi3,cpir,employ,employt1,employt2,fedfunds,gdp,gdpn1,gdpn2,gdpr1,gdpr2,house,ip1,ip3,ipgr,ippi,libor1m,libor2m,libor3m,ltgdr,m1,m2,mbroad1,mbroad3,note10yr,note2yr,note3yr,note5yr,note7yr,popt,ppi,prime,rawmat,rtlsales,stgdr,tbill12m,tbill3m,tbill6m,txcr,unemp,unemp1,unemp2,wpi1,wpi3,wpir,datadate
USA,365.541,,2.94,3.09,-2.0858,-2.2331,2.5332,107.8691,106.8861,1.8129,150092.0,157.5343,156.7307,2.4,18833.195,21380.976,21013.085,19036.0523,18835.411,1.129,101.6261,101.9505,-0.671,,2.4945,2.5911,2.6767,2.6722,3705.1,14401.9,15237.7333,13721.579,2.73,2.52,2.5,2.52,2.63,330.3108,203.7,5.5,,440.875,2.4379,2.46,2.4,2.44,11.0526,3.8,3.669,3.8321,104.9581,104.7517,-1.044,2019-02-28
USA,482.955,,2.63,2.81,-2.0858,-2.2331,2.542,107.8691,107.2574,1.8129,150320.0,157.5343,156.7307,2.43,18833.195,21380.976,21013.085,19036.0523,18835.411,1.2,101.6261,102.0341,-0.671,,2.4898,2.561,2.6057,2.568,3757.3,14572.5,15237.7333,13728.05,2.41,2.27,2.21,2.23,2.31,330.3108,205.3,5.5,,446.954,2.4538,2.32,2.35,2.37,11.0526,3.8,3.669,3.8321,104.9581,105.5865,-1.044,2019-03-31
USA,395.58,,2.75,2.93,-2.0858,-2.2037,2.5521,107.8691,107.6832,1.8129,150563.0,157.5343,156.887,2.45,18982.528,21380.976,21272.448,19036.0523,18962.175,1.28,101.6261,101.521,-0.671,,2.4802,2.5438,2.5888,2.5281,3823.8,14623.0,15237.7333,13733.6852,2.51,2.27,2.24,2.28,2.39,330.3108,207.0,5.5,,447.23,2.4329,2.31,2.38,2.39,11.0526,3.6,3.669,3.6366,104.9581,106.3411,-1.044,2019-04-30
USA,454.966,,2.39,2.58,-2.0858,-2.2037,2.5529,107.8691,107.7165,1.8129,150630.0,157.5343,156.887,2.4,18982.528,21380.976,21272.448,19036.0523,18962.175,1.308,101.6261,101.7124,-0.671,,2.4443,2.4946,2.5326,2.3891,3791.3,14575.0,15237.7333,13738.1896,2.14,1.95,1.9,1.93,2.03,330.3108,206.3,5.5,,448.985,2.4032,2.15,2.3,2.29,11.0526,3.7,3.669,3.6366,104.9581,105.492,-1.044,2019-05-31
USA,439.956,,2.31,2.52,-2.0858,-2.2037,2.5516,107.8691,107.6612,1.8129,150797.0,157.5343,156.887,2.4,18982.528,21380.976,21272.448,19036.0523,18962.175,1.235,101.6261,101.7294,-0.671,,2.4034,2.3985,2.3975,2.0713,3831.3,14734.8,15237.7333,13741.24,2.0,1.75,1.71,1.76,1.87,330.3108,205.2,5.5,,448.992,2.2195,1.87,2.08,2.04,11.0526,3.6,3.669,3.6366,104.9581,104.3599,-1.044,2019-06-30
USA,382.86,,2.31,2.53,-2.0858,-2.037,2.5569,107.8691,107.8832,1.8129,150879.0,157.5343,157.8697,2.4,19112.653,21380.976,21531.839,19036.0523,19130.932,1.232,101.6261,101.3411,-0.671,,2.3061,2.3043,2.2937,2.0487,3863.5,14814.4,15237.7333,13742.6927,2.02,1.89,1.84,1.84,1.92,330.3108,205.8,5.5,,453.667,2.145,1.94,2.04,2.04,11.0526,3.7,3.669,3.6152,104.9581,104.8143,-1.044,2019-07-31
USA,434.234,,1.78,1.96,-2.0858,-2.037,2.5606,107.8691,108.041,1.8129,151111.0,157.5343,157.8697,2.13,19112.653,21380.976,21531.839,19036.0523,19130.932,1.37,101.6261,102.0426,-0.671,,2.1729,2.1856,2.1639,1.6206,3850.7,14896.1,15237.7333,13743.1216,1.5,1.5,1.42,1.39,1.45,330.3108,205.3,5.25,,455.967,1.9905,1.72,1.95,1.84,11.0526,3.7,3.669,3.6152,104.9581,104.531,-1.044,2019-08-31
USA,339.453,,1.94,2.12,-2.0858,-2.037,2.5651,107.8691,108.2317,1.8129,151318.0,157.5343,157.8697,1.9,19112.653,21380.976,21531.839,19036.0523,19130.932,1.297,101.6261,101.7158,-0.671,,2.0432,2.116,2.1252,1.6862,3878.0,14986.8,15237.7333,13743.28,1.68,1.63,1.56,1.55,1.62,330.3108,205.3,5.1548,,452.048,1.9345,1.71,1.84,1.78,11.0526,3.5,3.669,3.6152,104.9581,104.2494,-1.044,2019-09-30
USA,343.755,,2.0,2.17,-2.0858,-1.876,2.5724,107.8691,108.541,1.8129,151447.0,157.5343,158.65,1.58,19202.31,21380.976,21706.532,19036.0523,19215.691,1.328,101.6261,100.921,-0.671,,1.8782,1.9431,1.9774,1.702,3924.9,15112.2,15237.7333,13743.9811,1.69,1.52,1.52,1.51,1.6,330.3108,206.6,4.9891,,453.451,1.6786,1.49,1.51,1.53,11.0526,3.6,3.669,3.5932,104.9581,104.4376,-1.044,2019-10-31
USA,352.631,,2.07,2.21,-2.0858,-1.876,2.578,107.8691,108.7768,1.8129,151662.0,157.5343,158.65,1.56,19202.31,21380.976,21706.532,19036.0523,19215.691,1.343,101.6261,101.2387,-0.671,,1.7354,1.8413,1.9048,1.8132,3926.1,15259.4,15237.7333,13746.2771,1.78,1.61,1.61,1.62,1.73,330.3108,207.3,4.75,,455.933,1.5721,1.56,1.56,1.59,11.0526,3.6,3.669,3.5932,104.9581,104.7841,-1.044,2019-11-30
USA,374.132,,2.25,2.39,-2.0858,-1.876,2.5862,107.8691,109.1199,1.8129,151764.0,157.5343,158.65,1.55,19202.31,21380.976,21706.532,19036.0523,19215.691,1.538,101.6261,100.9068,-0.671,,1.7543,1.8355,1.9124,1.8612,4043.3,15412.5,15237.7333,13751.28,1.92,1.58,1.62,1.69,1.83,330.3108,208.5,4.75,,458.923,1.5652,1.55,1.52,1.56,11.0526,3.6,3.669,3.5932,104.9581,105.0207,-1.044,2019-12-31
USA,293.24,,1.83,1.99,-2.9425,-1.995,2.5904,109.2188,109.2975,1.2513,152098.0,147.8128,157.581,1.59,18951.992,21060.4743,21538.032,18509.1428,18989.877,1.569,94.4849,100.4505,-7.0269,,1.6748,1.7885,1.8236,1.7605,3983.5,15397.1,18943.4333,13759.8613,1.51,1.33,1.3,1.32,1.42,331.556,208.3,4.75,,456.113,1.5524,1.41,1.52,1.5,14.9848,3.5,8.0553,3.8047,102.091,105.3209,-2.7317,2020-01-31
