Date,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual
2014-01-10,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2014-01-03,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-12-27,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-12-20,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-12-13,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-12-06,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-11-29,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-11-22,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-11-15,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-11-08,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-11-01,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-10-25,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-10-18,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-10-11,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-10-04,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-09-27,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-09-20,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-09-13,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-09-06,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-08-30,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-08-23,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-08-16,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-08-09,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-08-02,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-07-26,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-07-19,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-07-12,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-07-05,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-06-28,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-06-21,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-06-14,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-06-07,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
2013-05-31,,-0.22,0.333,-0.042,-0.846,0.652,6.393,0.433,0.991,2.42,3.57,9.286,0.177,-0.052
